accountid,cred_date,date_ref,tempo_de_casa,max_machine,assunto_short,waitingtime,pesquisa_sat
22905,60,55,54.0,1,6,7.0,1
22906,16,30,10.0,2,3,3.0,1
22906,16,93,11.0,2,2,10.0,2
22906,16,93,11.0,2,6,10.0,1
22906,16,139,33.0,2,2,7.0,1
22906,16,139,33.0,2,2,16.0,1
22907,126,174,36.0,1,1,5.0,1
22907,126,132,39.0,1,7,168.0,1
22907,126,44,41.0,1,8,4.0,1
22908,145,21,49.0,1,10,2.0,1
22908,145,21,49.0,1,2,2.0,1
22909,197,97,10.0,1,2,11.0,1
22909,197,97,10.0,1,7,11.0,2
22909,197,120,12.0,1,1,12.0,2
22909,197,138,13.0,1,1,13.0,2
22909,197,6,63.0,1,1,15.0,1
22909,197,6,63.0,1,6,15.0,1
22910,60,23,25.0,3,1,13.0,1
22910,60,23,25.0,3,8,13.0,1
22911,41,73,9.0,1,3,5.0,1
22911,41,73,9.0,1,10,9.0,1
22911,41,1,29.0,1,1,10.0,1
22911,41,1,29.0,1,3,10.0,1
22911,41,12,57.0,1,3,7.0,1
22911,41,89,76.0,1,3,4.0,1
22912,174,47,40.0,3,7,14.0,1
22912,174,15,41.0,3,7,15.0,1
22913,224,83,7.0,1,1,14.0,1
22913,224,83,7.0,1,1,77.0,1
22914,155,70,163.0,3,1,6.0,1
22914,155,70,163.0,3,1,6.0,1
22915,39,47,12.0,1,7,13.0,1
22915,39,15,13.0,1,8,4.0,1
22915,39,15,13.0,1,8,4.0,1
22915,39,15,13.0,1,8,4.0,1
22915,39,15,13.0,1,8,4.0,1
22916,105,28,24.0,3,2,16.0,1
22916,105,132,28.0,3,3,22.0,1
22916,105,132,28.0,3,6,22.0,1
22917,126,163,3.0,1,8,14.0,2
22918,114,141,61.0,1,2,3.0,1
22919,169,79,17.0,1,1,4.0,1
22919,169,79,17.0,1,7,4.0,1
22919,169,27,20.0,1,1,7.0,1
22920,7,43,13.0,3,2,5.0,1
22921,197,35,7.0,1,1,25.0,1
22921,197,35,7.0,1,1,25.0,1
22921,197,35,7.0,1,8,25.0,2
22922,9,119,31.0,3,7,134.0,1
22923,142,28,28.0,3,7,14.0,1
22923,142,32,37.0,3,2,12.0,1
22924,128,89,29.0,3,7,4.0,1
22925,171,103,2.0,3,3,38.0,3
22925,171,142,17.0,3,3,31.0,1
22926,260,70,-1.0,2,4,24.0,1
22927,43,38,18.0,1,7,4.0,1
22927,43,23,26.0,1,1,9.0,1
22927,43,23,26.0,1,8,9.0,1
22927,43,23,26.0,1,7,9.0,1
22927,43,1,43.0,1,2,11.0,1
22927,43,84,68.0,1,6,13.0,1
22928,171,113,122.0,3,1,4.0,1
22929,47,65,28.0,3,7,7.0,1
22930,174,1,36.0,1,7,11.0,1
22930,174,119,43.0,1,8,10.0,1
22930,174,2,90.0,1,2,7.0,1
22931,174,138,5.0,1,8,15.0,2
22931,174,34,6.0,1,8,7.0,1
22931,174,38,11.0,1,1,6.0,1
22932,52,21,37.0,1,2,3.0,1
22933,4,51,40.0,1,1,15.0,1
22934,224,155,8.0,3,8,6.0,1
22935,206,31,38.0,1,7,7.0,1
22935,206,123,58.0,1,3,19.0,1
22935,206,21,85.0,1,3,7.0,1
22936,9,40,6.0,3,1,6.0,1
22936,9,24,8.0,3,2,21.0,1
22936,9,204,12.0,3,2,14.0,1
22936,9,16,59.0,3,2,69.0,1
22936,9,115,65.0,3,1,53.0,1
22937,124,14,118.0,3,2,49.0,1
22938,60,35,5.0,3,4,21.0,1
22938,60,35,5.0,3,2,21.0,5
22939,15,13,17.0,3,7,1760.0,1
22940,58,73,0.0,1,1,27.0,1
22940,58,73,0.0,1,3,27.0,1
22940,58,85,7.0,1,2,21.0,1
22940,58,96,89.0,1,1,4.0,1
22941,54,150,1.0,1,3,42.0,1
22941,54,150,1.0,1,2,42.0,1
22942,13,116,3.0,2,1,11.0,1
22942,13,116,3.0,2,1,11.0,1
22943,125,32,34.0,1,2,11.0,1
22943,125,32,34.0,1,7,11.0,1
22943,125,1,35.0,1,2,8.0,1
22944,117,24,-1.0,2,4,40.0,1
22944,117,65,12.0,2,2,15.0,1
22944,117,109,92.0,2,1,7.0,1
22944,117,109,92.0,2,7,7.0,1
22944,117,135,95.0,2,12,5.0,1
22945,37,96,9.0,1,1,16.0,1
22946,10,63,7.0,1,8,5.0,1
22946,10,63,7.0,1,8,8.0,1
22946,10,150,29.0,1,8,4.0,1
22946,10,96,36.0,1,1,12.0,1
22946,10,96,36.0,1,7,12.0,1
22947,111,21,61.0,1,1,2.0,1
22948,125,111,14.0,3,3,11.0,1
22948,125,23,18.0,3,3,14.0,1
22948,125,112,24.0,3,8,11.0,1
22948,125,112,24.0,3,3,11.0,1
22948,125,112,24.0,3,2,11.0,1
22949,71,40,5.0,3,8,6.0,1
22950,250,72,10.0,2,2,5.0,1
22951,2,51,5.0,3,3,8.0,1
22951,2,39,11.0,3,2,8.0,1
22952,29,167,2.0,2,3,13.0,2
22953,26,49,12.0,3,7,9.0,1
22954,45,71,4.0,1,8,3.0,1
22954,45,71,4.0,1,2,3.0,1
22954,45,82,19.0,1,7,6.0,1
22955,351,110,12.0,1,1,7.0,1
22955,351,110,12.0,1,1,7.0,1
22955,351,110,12.0,1,2,7.0,1
22955,351,110,12.0,1,2,7.0,1
22956,47,43,23.0,2,11,30.0,1
22956,47,65,28.0,2,7,7.0,1
22956,47,64,98.0,2,4,7.0,1
22957,233,115,3.0,3,8,207.0,1
22957,233,115,3.0,3,8,207.0,1
22957,233,115,3.0,3,8,207.0,1
22958,79,94,33.0,1,10,14.0,1
22958,79,12,37.0,1,6,11.0,1
22959,7,24,5.0,3,1,79.0,1
22960,83,31,8.0,1,10,8.0,1
22960,83,119,17.0,1,1,18.0,1
22961,8,31,28.0,1,7,9.0,1
22961,8,33,36.0,1,2,8.0,1
22961,8,33,36.0,1,1,11.0,1
22962,21,115,37.0,1,7,4.0,1
22963,26,32,0.0,3,3,18.0,1
22963,26,32,0.0,3,4,18.0,1
22963,26,1,1.0,3,2,12.0,1
22963,26,67,3.0,3,8,18.0,1
22963,26,47,5.0,3,8,11.0,1
22963,26,16,36.0,3,7,8.0,1
22964,16,151,28.0,2,1,3.0,1
22964,16,8,71.0,2,8,7.0,1
22965,94,14,17.0,1,3,10.0,1
22965,94,88,41.0,1,1,6.0,1
22965,94,12,42.0,1,1,14.0,1
22965,94,12,42.0,1,7,14.0,1
22965,94,58,48.0,1,8,4.0,1
22965,94,58,48.0,1,12,10.0,1
22965,94,114,56.0,1,1,15.0,1
22966,69,9,7.0,3,1,42.0,1
22966,69,9,7.0,3,3,42.0,1
22967,142,115,79.0,3,7,2.0,1
22968,8,28,20.0,1,1,7.0,1
22969,307,103,8.0,3,3,14.0,2
22970,111,20,30.0,3,8,7.0,1
22970,111,20,30.0,3,7,7.0,1
22970,111,20,30.0,3,2,12.0,1
22970,111,16,51.0,3,2,10.0,1
22971,30,111,11.0,1,3,5.0,1
22971,30,43,24.0,1,2,9.0,1
22971,30,43,24.0,1,2,9.0,1
22972,145,55,16.0,1,3,11.0,1
22972,145,94,28.0,1,1,9.0,1
22972,145,94,28.0,1,8,9.0,1
22972,145,63,44.0,1,1,4.0,1
22973,114,108,13.0,2,1,8.0,1
22973,114,108,13.0,2,7,8.0,1
22974,11,98,9.0,3,2,7.0,1
22974,11,49,10.0,3,12,15.0,1
22974,11,49,10.0,3,2,23.0,1
22974,11,116,48.0,3,1,5.0,1
22975,13,25,9.0,1,3,2.0,1
22975,13,141,15.0,1,3,30.0,1
22976,224,40,4.0,3,1,10.0,1
22976,224,40,4.0,3,2,10.0,1
22977,105,47,38.0,3,2,9.0,1
22977,105,47,38.0,3,2,9.0,1
22977,105,55,46.0,3,3,24.0,1
22978,224,123,40.0,1,1,29.0,1
22978,224,123,40.0,1,8,29.0,1
22978,224,123,40.0,1,2,29.0,1
22979,182,12,122.0,3,1,16.0,1
22979,182,69,125.0,3,2,8.0,1
22979,182,69,125.0,3,2,8.0,1
22980,224,24,6.0,1,1,23.0,1
22980,224,24,6.0,1,2,23.0,1
22980,224,24,6.0,1,2,23.0,1
22980,224,44,18.0,1,1,17.0,1
22980,224,44,18.0,1,7,17.0,1
22980,224,2,76.0,1,4,23.0,1
22980,224,2,76.0,1,2,23.0,1
22980,224,25,77.0,1,3,6.0,1
22980,224,141,83.0,1,2,16.0,1
22981,5,44,-2.0,1,4,7.0,1
22982,3,150,-1.0,2,4,7.0,1
22982,3,18,8.0,2,6,8.0,1
22983,83,19,5.0,1,2,20.0,1
22983,83,65,7.0,1,1,12.0,1
22983,83,55,22.0,1,7,9.0,1
22983,83,108,23.0,1,7,8.0,1
22984,111,106,9.0,1,3,11.0,1
22984,111,44,12.0,1,11,14.0,1
22984,111,55,28.0,1,7,13.0,1
22984,111,55,28.0,1,1,15.0,1
22984,111,173,33.0,1,1,15.0,1
22985,9,85,11.0,1,1,21.0,1
22985,9,85,11.0,1,3,21.0,1
22985,9,174,15.0,1,3,14.0,1
22985,9,21,69.0,1,3,12.0,1
22986,47,138,0.0,3,4,58.0,1
22986,47,142,7.0,3,2,41.0,1
22986,47,142,7.0,3,2,41.0,1
22986,47,82,105.0,3,8,3.0,1
22987,147,84,0.0,3,1,12.0,1
22987,147,84,0.0,3,2,12.0,1
22987,147,39,14.0,3,1,12.0,1
22987,147,116,24.0,3,1,5.0,1
22987,147,116,24.0,3,1,5.0,1
22987,147,110,45.0,3,1,1.0,1
22988,10,159,46.0,2,1,12.0,1
22988,10,159,46.0,2,2,12.0,1
22989,30,26,121.0,3,2,15.0,1
22990,174,99,57.0,1,6,18.0,1
22990,174,89,83.0,1,7,16.0,1
22990,174,25,91.0,1,1,4.0,1
22991,117,55,27.0,1,7,8.0,1
22992,47,174,22.0,1,1,4.0,1
22992,47,174,22.0,1,7,4.0,1
22993,4,65,4.0,3,3,10.0,1
22993,4,49,18.0,3,1,22.0,1
22993,4,20,21.0,3,2,10.0,1
22993,4,107,23.0,3,1,10.0,1
22994,7,31,19.0,1,7,10.0,1
22995,111,23,-1.0,1,4,14.0,1
22996,224,40,4.0,2,11,5.0,1
22996,224,40,4.0,2,2,5.0,1
22997,12,73,8.0,3,1,6.0,1
22997,12,73,8.0,3,2,12.0,1
22998,169,78,1.0,2,1,6.0,1
22998,169,78,1.0,2,3,6.0,1
22999,9,99,45.0,1,2,9.0,1
22999,9,69,55.0,1,12,6.0,1
22999,9,2,78.0,1,2,11.0,1
23000,315,170,2.0,3,9,7.0,1
23000,315,170,2.0,3,2,7.0,2
23000,315,34,100.0,3,2,13.0,1
23001,88,99,9.0,1,12,8.0,1
23002,18,35,0.0,1,4,23.0,2
23002,18,118,85.0,1,7,9.0,1
23003,10,63,7.0,2,2,30.0,1
23004,151,203,-1.0,2,3,11.0,2
23005,52,108,5.0,1,2,18.0,1
23005,52,108,5.0,1,2,18.0,1
23006,212,31,9.0,3,1,6.0,1
23006,212,32,10.0,3,7,11.0,1
23007,71,27,110.0,1,1,32.0,1
23007,71,10,111.0,1,1,6.0,1
23008,45,90,5.0,1,8,26.0,1
23008,45,64,12.0,1,1,5.0,1
23008,45,64,12.0,1,8,5.0,1
23008,45,64,12.0,1,7,5.0,1
23009,161,148,2.0,2,8,6.0,1
23009,161,148,2.0,2,3,6.0,1
23009,161,137,5.0,2,1,4.0,1
23009,161,137,5.0,2,8,4.0,1
23009,161,159,8.0,2,8,4.0,1
23009,161,159,8.0,2,3,4.0,1
23009,161,113,10.0,2,3,12.0,1
23009,161,144,14.0,2,1,7.0,1
23010,7,10,109.0,3,1,13.0,1
23010,7,10,109.0,3,7,13.0,1
23011,116,112,7.0,3,3,11.0,1
23011,116,112,7.0,3,2,51.0,1
23011,116,32,17.0,3,2,5.0,1
23011,116,1,18.0,3,7,9.0,1
23012,174,61,9.0,3,2,207.0,1
23013,21,1,-4.0,2,4,12.0,1
23013,21,66,-3.0,2,4,15.0,1
23013,21,98,6.0,2,8,8.0,1
23013,21,98,6.0,2,12,8.0,1
23013,21,98,6.0,2,2,8.0,1
23013,21,98,6.0,2,3,11.0,1
23013,21,69,27.0,2,8,7.0,1
23013,21,69,27.0,2,12,7.0,1
23013,21,60,49.0,2,1,5.0,1
23013,21,60,49.0,2,2,5.0,1
23014,221,27,11.0,2,6,2.0,1
23015,130,141,5.0,2,1,4.0,1
23015,130,141,5.0,2,8,4.0,1
23015,130,141,5.0,2,3,4.0,1
23015,130,141,5.0,2,2,4.0,1
23015,130,141,5.0,2,2,4.0,1
23016,9,108,37.0,1,7,19.0,1
23017,125,38,10.0,1,3,41.0,1
23017,125,40,17.0,1,7,6.0,1
23017,125,66,36.0,1,1,9.0,1
23017,125,133,43.0,1,1,8.0,1
23018,136,64,15.0,1,8,18.0,1
23018,136,64,15.0,1,7,18.0,1
23019,20,143,10.0,3,9,6.0,2
23019,20,138,35.0,3,1,6.0,2
23019,20,65,63.0,3,3,8.0,1
23019,20,90,126.0,3,1,25.0,1
23020,141,12,21.0,3,8,14.0,1
23021,187,79,35.0,1,8,5.0,1
23022,83,8,25.0,1,1,10.0,1
23022,83,8,25.0,1,8,10.0,1
23022,83,8,25.0,1,8,10.0,1
23022,83,8,25.0,1,8,10.0,1
23023,72,162,27.0,2,2,13.0,1
23024,41,85,16.0,1,1,7.0,1
23025,125,116,84.0,3,7,3.0,1
23026,125,139,12.0,1,3,54.0,1
23027,7,173,38.0,3,6,15.0,1
23027,7,123,39.0,3,1,5.0,1
23028,1,49,14.0,2,12,7.0,1
23028,1,49,14.0,2,7,14.0,1
23029,24,29,-1.0,3,4,5.0,3
23029,24,192,3.0,3,3,20.0,2
23029,24,35,20.0,3,3,6.0,2
23030,435,150,242.0,2,8,8.0,1
23031,83,47,14.0,3,1,9.0,1
23032,157,90,12.0,1,2,7.0,1
23033,114,32,-1.0,2,1,9.0,1
23033,114,32,-1.0,2,12,9.0,1
23033,114,119,7.0,2,1,27.0,1
23033,114,119,7.0,2,7,27.0,1
23034,79,100,18.0,3,1,6.0,1
23034,79,100,18.0,3,8,6.0,1
23034,79,100,18.0,3,11,6.0,1
23035,141,84,18.0,1,1,6.0,1
23036,1,173,20.0,1,1,27.0,1
23037,81,94,13.0,1,7,7.0,1
23038,47,24,15.0,2,7,4.0,1
23039,135,211,0.0,2,1,4.0,2
23039,135,81,36.0,2,6,6.0,2
23040,47,111,10.0,1,1,4.0,1
23040,47,85,18.0,1,2,10.0,1
23040,47,65,28.0,1,1,15.0,1
23041,71,7,55.0,1,3,10.0,1
23042,113,109,12.0,3,2,3.0,1
23042,113,10,23.0,3,3,12.0,1
23043,115,109,0.0,3,8,9.0,1
23043,115,109,0.0,3,3,9.0,1
23043,115,70,13.0,3,3,37.0,1
23044,333,93,38.0,2,1,5.0,2
23044,333,38,58.0,2,1,4.0,1
23045,267,199,15.0,3,2,11.0,2
23045,267,76,28.0,3,3,8.0,1
23045,267,76,28.0,3,2,8.0,1
23045,267,76,28.0,3,9,11.0,2
23045,267,132,108.0,3,12,3.0,1
23045,267,132,108.0,3,8,3.0,1
23046,96,119,1.0,1,3,8.0,1
23046,96,6,13.0,1,2,5.0,1
23046,96,88,21.0,1,1,15.0,1
23046,96,88,21.0,1,6,15.0,1
23046,96,96,63.0,1,1,2.0,1
23046,96,96,63.0,1,1,3.0,1
23047,62,82,5.0,2,14,6.0,1
23048,1,94,27.0,1,1,3.0,1
23048,1,88,30.0,1,8,15.0,1
23048,1,7,35.0,1,1,11.0,1
23049,33,38,2.0,1,3,4.0,1
23049,33,142,3.0,1,2,96.0,1
23049,33,13,5.0,1,7,4.0,1
23049,33,40,9.0,1,1,17.0,1
23050,169,109,10.0,2,7,3.0,1
23050,169,72,16.0,2,1,4.0,1
23051,111,28,6.0,3,1,12.0,1
23051,111,43,8.0,3,2,21.0,1
23051,111,43,8.0,3,2,27.0,1
23051,111,14,19.0,3,1,10.0,1
23051,111,14,19.0,3,8,10.0,1
23051,111,110,86.0,3,2,15.0,1
23052,7,94,45.0,1,1,16.0,1
23053,374,221,141.0,2,1,13.0,2
23053,374,203,179.0,2,1,12.0,5
23054,10,58,1.0,1,10,16.0,1
23054,10,22,33.0,1,2,12.0,1
23054,10,10,55.0,1,1,19.0,1
23055,9,24,8.0,2,2,20.0,1
23056,77,173,34.0,1,1,3.0,1
23056,77,173,34.0,1,11,3.0,1
23057,71,106,16.0,1,1,50.0,1
23058,79,15,14.0,3,3,8.0,1
23058,79,33,15.0,3,2,12.0,1
23059,117,28,5.0,1,2,11.0,1
23059,117,28,5.0,1,2,11.0,1
23059,117,7,47.0,1,2,13.0,1
23060,57,47,17.0,2,7,5.0,1
23061,94,14,17.0,1,3,10.0,1
23062,169,110,3.0,2,2,2.0,1
23063,26,32,0.0,1,3,6.0,1
23063,26,50,27.0,1,1,10.0,1
23063,26,7,33.0,1,7,4.0,1
23064,79,43,1.0,3,3,12.0,1
23065,26,55,13.0,3,2,7.0,1
23066,9,13,2.0,1,6,4.0,1
23066,9,73,4.0,1,6,13.0,1
23066,9,106,17.0,1,7,15.0,1
23067,187,118,-1.0,3,10,4.0,1
23067,187,118,-1.0,3,4,4.0,1
23067,187,60,4.0,3,8,5.0,1
23067,187,71,10.0,3,10,3.0,1
23067,187,71,10.0,3,2,3.0,1
23067,187,71,10.0,3,2,3.0,1
23067,187,150,13.0,3,1,5.0,1
23067,187,150,13.0,3,2,5.0,1
23067,187,96,20.0,3,1,8.0,1
23068,29,32,58.0,3,2,9.0,1
23069,33,43,19.0,3,2,8.0,1
23069,33,43,19.0,3,2,8.0,1
23069,33,44,23.0,3,1,14.0,1
23069,33,44,23.0,3,11,14.0,1
23069,33,44,23.0,3,7,14.0,1
23070,103,115,10.0,1,8,17.0,1
23070,103,137,45.0,1,6,14.0,1
23071,9,111,3.0,2,3,23.0,1
23071,9,7,56.0,2,1,8.0,1
23071,9,16,59.0,2,1,11.0,1
23071,9,16,59.0,2,8,11.0,1
23072,3,64,4.0,1,2,4.0,1
23072,3,64,4.0,1,2,4.0,1
23073,78,171,7.0,2,2,8.0,2
23073,78,201,19.0,2,1,13.0,2
23073,78,56,27.0,2,1,5.0,2
23073,78,92,58.0,2,1,15.0,1
23073,78,92,58.0,2,2,15.0,1
23073,78,22,153.0,2,1,3.0,1
23073,78,27,174.0,2,2,7.0,1
23074,199,55,7.0,1,2,19.0,1
23074,199,123,13.0,1,1,24.0,1
23074,199,11,15.0,1,1,20.0,1
23074,199,99,16.0,1,1,17.0,1
23074,199,12,23.0,1,2,15.0,1
23074,199,82,69.0,1,6,2.0,1
23075,26,32,0.0,1,3,10.0,1
23076,169,72,16.0,2,1,2.0,1
23077,71,40,5.0,1,3,2.0,1
23077,71,24,7.0,1,1,11.0,1
23077,71,24,7.0,1,2,11.0,1
23077,71,112,12.0,1,1,6.0,1
23078,142,142,14.0,1,12,7.0,1
23078,142,142,14.0,1,1,7.0,1
23078,142,142,14.0,1,1,7.0,1
23078,142,142,14.0,1,8,7.0,1
23078,142,139,15.0,1,1,10.0,1
23078,142,139,15.0,1,1,10.0,1
23078,142,139,15.0,1,2,10.0,1
23078,142,119,45.0,1,2,8.0,1
23078,142,98,48.0,1,1,9.0,1
23078,142,98,48.0,1,8,9.0,1
23079,123,58,4.0,2,3,8.0,1
23079,123,147,7.0,2,2,13.0,1
23079,123,17,26.0,2,6,3.0,1
23079,123,141,31.0,2,1,2.0,1
23079,123,64,37.0,2,3,5.0,1
23080,77,28,7.0,3,10,3.0,1
23080,77,28,7.0,3,2,3.0,1
23081,94,83,-1.0,3,1,6.0,1
23081,94,83,-1.0,3,4,6.0,1
23081,94,83,-1.0,3,4,6.0,1
23081,94,28,4.0,3,1,10.0,1
23081,94,28,4.0,3,8,34.0,1
23081,94,28,4.0,3,2,34.0,1
23082,32,87,19.0,1,7,5.0,1
23082,32,109,24.0,1,1,9.0,1
23083,12,151,0.0,1,8,15.0,1
23083,12,123,46.0,1,2,15.0,1
23083,12,96,97.0,1,1,3.0,1
23084,81,207,11.0,3,11,10.0,1
23085,212,106,4.0,3,3,8.0,1
23086,62,137,7.0,2,3,2.0,1
23086,62,137,7.0,2,8,7.0,1
23087,77,83,2.0,3,2,24.0,1
23087,77,174,8.0,3,1,11.0,1
23087,77,44,13.0,3,8,13.0,1
23088,47,38,6.0,1,8,4.0,1
23088,47,21,76.0,1,1,3.0,1
23089,104,39,-1.0,1,4,24.0,1
23089,104,21,5.0,1,10,10.0,1
23089,104,21,5.0,1,4,10.0,1
23090,147,21,20.0,3,1,23.0,1
23090,147,21,20.0,3,7,23.0,1
23091,18,34,7.0,3,8,9.0,1
23092,94,94,38.0,1,7,15.0,1
23092,94,118,62.0,1,1,7.0,1
23093,104,80,6.0,3,3,4.0,1
23093,104,25,15.0,3,1,5.0,1
23093,104,126,18.0,3,7,6.0,1
23094,77,85,4.0,3,2,13.0,1
23094,77,110,87.0,3,1,4.0,1
23095,8,38,5.0,3,3,11.0,1
23095,8,38,5.0,3,2,11.0,1
23096,45,25,0.0,3,12,21.0,1
23097,351,110,12.0,2,3,17.0,1
23098,22,139,2.0,1,8,18.0,1
23099,9,111,3.0,2,3,83.0,1
23099,9,40,6.0,2,2,15.0,1
23100,224,40,4.0,3,10,8.0,1
23100,224,40,4.0,3,4,8.0,1
23100,224,125,73.0,3,8,12.0,1
23101,134,123,-1.0,1,15,15.0,1
23101,134,51,14.0,1,2,3.0,1
23102,22,13,3.0,3,2,3.0,1
23103,120,96,5.0,1,1,3.0,1
23104,178,93,16.0,2,2,12.0,2
23105,256,89,336.0,2,3,4.0,1
23106,166,162,39.0,1,1,6.0,1
23106,166,162,39.0,1,7,6.0,1
23106,166,162,39.0,1,10,12.0,1
23106,166,162,39.0,1,8,12.0,1
23107,7,11,41.0,1,1,9.0,1
23108,130,27,31.0,1,1,4.0,1
23109,40,27,-1.0,3,1,9.0,1
23109,40,27,-1.0,3,4,9.0,1
23110,58,15,25.0,3,7,9.0,1
23110,58,119,27.0,3,2,4.0,1
23110,58,98,30.0,3,8,116.0,1
23110,58,50,46.0,3,7,13.0,1
23111,333,93,38.0,1,1,11.0,2
23111,333,72,166.0,1,2,15.0,1
23112,77,24,1.0,1,4,5.0,1
23112,77,44,13.0,1,1,6.0,1
23113,224,24,6.0,3,7,9.0,1
23113,224,125,73.0,3,11,9.0,1
23113,224,125,73.0,3,2,9.0,1
23114,398,193,189.0,2,1,10.0,2
23114,398,193,189.0,2,2,10.0,1
23114,398,44,228.0,2,11,15.0,1
23114,398,114,274.0,2,8,9.0,1
23114,398,114,274.0,2,2,9.0,1
23114,398,114,274.0,2,2,9.0,1
23115,118,60,6.0,3,3,6.0,1
23115,118,25,8.0,3,3,26.0,1
23115,118,87,25.0,3,8,9.0,1
23116,94,33,20.0,1,7,0.0,1
23117,199,65,-8.0,1,1,13.0,1
23117,199,15,0.0,1,12,5.0,1
23117,199,135,75.0,1,1,4.0,1
23118,81,50,15.0,3,3,9.0,1
23119,83,28,0.0,1,3,13.0,1
23119,83,8,25.0,1,7,4.0,1
23119,83,123,28.0,1,6,21.0,1
23120,74,219,27.0,2,3,9.0,2
23120,74,184,81.0,2,1,10.0,1
23120,74,184,81.0,2,2,10.0,2
23120,74,35,141.0,2,7,10.0,1
23120,74,111,157.0,2,1,46.0,1
23121,38,89,15.0,2,1,5.0,1
23121,38,89,15.0,2,2,5.0,1
23122,7,23,4.0,1,3,19.0,1
23122,7,112,10.0,1,2,12.0,1
23122,7,50,47.0,1,1,4.0,1
23122,7,113,102.0,1,7,4.0,1
23123,47,120,-1.0,2,4,8.0,2
23123,47,174,22.0,2,12,6.0,1
23123,47,174,22.0,2,4,6.0,1
23124,45,86,27.0,1,2,5.0,1
23125,58,1,20.0,1,1,8.0,1
23126,236,80,43.0,1,1,7.0,1
23127,49,39,19.0,1,7,5.0,1
23128,116,44,14.0,3,1,4.0,1
23128,116,44,14.0,3,7,4.0,1
23128,116,98,28.0,3,1,11.0,1
23128,116,98,28.0,3,1,11.0,1
23129,79,65,6.0,3,1,14.0,1
23129,79,32,8.0,3,7,23.0,1
23129,79,49,20.0,3,2,7.0,1
23129,79,25,64.0,3,12,5.0,1
23130,224,112,11.0,1,3,7.0,1
23130,224,65,19.0,1,2,16.0,1
23130,224,65,19.0,1,2,16.0,1
23130,224,98,32.0,1,1,4.0,1
23130,224,98,32.0,1,2,4.0,1
23130,224,123,40.0,1,3,5.0,1
23130,224,123,40.0,1,7,5.0,1
23130,224,11,42.0,1,1,13.0,1
23130,224,11,42.0,1,3,13.0,1
23130,224,94,46.0,1,1,15.0,1
23130,224,12,50.0,1,2,6.0,1
23131,79,108,22.0,1,7,15.0,1
23132,149,118,21.0,2,3,15.0,1
23133,75,127,8.0,2,2,7.0,1
23133,75,115,19.0,2,14,7.0,1
23133,75,21,23.0,2,8,17.0,1
23133,75,79,62.0,2,1,5.0,1
23134,221,27,11.0,3,1,43.0,1
23135,77,155,3.0,1,10,10.0,1
23135,77,65,14.0,1,1,15.0,1
23136,83,173,27.0,1,1,14.0,1
23136,83,173,27.0,1,1,14.0,1
23136,83,123,28.0,1,7,16.0,1
23136,83,141,71.0,1,1,2.0,1
23137,62,78,-1.0,1,4,14.0,1
23137,62,110,1.0,1,3,9.0,1
23137,62,109,8.0,1,1,11.0,1
23137,62,109,8.0,1,8,11.0,1
23138,301,155,5.0,1,2,3.0,1
23139,127,14,9.0,1,1,13.0,1
23139,127,14,9.0,1,1,13.0,1
23139,127,14,9.0,1,1,13.0,1
23139,127,7,38.0,1,1,12.0,1
23139,127,78,74.0,1,11,5.0,1
23139,127,109,83.0,1,8,2.0,1
23139,127,109,83.0,1,3,2.0,1
23140,83,1,10.0,3,2,13.0,1
23141,134,123,-1.0,3,15,24.0,1
23141,134,123,-1.0,3,2,24.0,1
23142,166,26,65.0,1,1,26.0,1
23142,166,26,65.0,1,1,26.0,1
23143,114,11,20.0,3,1,23.0,1
23144,55,78,6.0,3,1,13.0,1
23145,26,63,41.0,3,7,10.0,1
23146,94,108,27.0,3,1,17.0,1
23147,81,94,13.0,1,1,16.0,1
23148,89,116,14.0,2,2,5.0,1
23148,89,78,33.0,2,1,3.0,1
23148,89,78,33.0,2,7,3.0,1
23149,205,58,20.0,1,7,7.0,1
23150,83,173,27.0,1,8,25.0,1
23150,83,99,31.0,1,1,13.0,1
23150,83,137,86.0,1,8,3.0,1
23151,65,11,-1.0,3,4,20.0,1
23151,65,12,7.0,3,3,9.0,1
23151,65,51,12.0,3,2,16.0,1
23152,49,7,12.0,1,1,16.0,1
23152,49,7,12.0,1,3,16.0,1
23153,315,45,78.0,3,1,9.0,2
23153,315,45,78.0,3,1,9.0,1
23154,1,6,22.0,1,2,10.0,1
23154,1,94,27.0,1,12,4.0,1
23155,57,14,16.0,3,7,12.0,1
23156,145,123,22.0,3,1,7.0,1
23156,145,123,22.0,3,2,7.0,1
23156,145,84,29.0,3,8,4.0,1
23156,145,39,43.0,3,2,9.0,1
23156,145,39,43.0,3,2,9.0,1
23157,1,6,22.0,2,2,22.0,1
23157,1,11,23.0,2,7,23.0,1
23158,141,12,21.0,1,7,12.0,1
23158,141,17,49.0,1,2,17.0,1
23159,145,98,14.0,1,7,10.0,1
23160,77,155,3.0,3,2,9.0,1
23160,77,43,9.0,3,1,11.0,1
23160,77,43,9.0,3,7,11.0,1
23161,175,146,2.0,3,3,19.0,3
23162,58,174,11.0,2,1,5.0,1
23162,58,65,17.0,2,2,14.0,1
23163,111,15,21.0,1,3,9.0,1
23164,89,25,20.0,1,2,3.0,1
23164,89,25,20.0,1,1,14.0,1
23164,89,5,29.0,1,7,8.0,1
23165,5,6,21.0,1,7,8.0,1
23165,5,126,60.0,1,10,5.0,1
23166,25,199,0.0,3,8,17.0,2
